Register,Docker,applicationType,authenticationType,hibernateCache,clusteredHttpSession,websocket,databaseType,devDatabaseType,prodDatabaseType,buildTool,searchEngine,enableSocialSignIn,useSass,enableTranslation,testFrameworks,Generate,Compile,Build
400,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
401,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
403,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
405,true,"""monolith""","""oauth2""","""no""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
407,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
409,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
411,true,"""gateway""","""jwt""","""no""","""no""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
412,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
413,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
414,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
418,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""no""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
426,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
427,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
429,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
431,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
432,true,"""monolith""","""oauth2""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
433,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
437,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",true,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
444,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
447,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
450,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
453,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
454,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
458,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
469,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
471,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
474,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
476,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
484,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
487,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
490,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
492,true,"""gateway""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""no""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
496,true,"""gateway""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
499,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
501,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
505,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
506,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
510,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
512,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
523,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
526,true,"""uaa""","""uaa""","""no""",ND,ND,"""sql""","""InMemory""","""postgresql""","""maven""","""no""",ND,ND,true,"[""cucumber"",""gatling""]",OK,OK,OK
529,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
530,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
531,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
532,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
534,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
538,true,"""uaa""","""uaa""","""ehcache""",ND,ND,"""sql""","""InMemory""","""postgresql""","""maven""","""no""",ND,ND,true,"[""gatling"",""cucumber""]",OK,OK,OK
540,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
544,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
545,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",true,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
554,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
555,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
556,true,"""gateway""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
558,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
561,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
563,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
564,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
568,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
570,true,"""gateway""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
571,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
576,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
577,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
580,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
583,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
584,true,"""gateway""","""jwt""","""no""","""no""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
586,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
591,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
594,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
596,true,"""monolith""","""oauth2""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
597,true,"""uaa""","""uaa""","""no""",ND,ND,"""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",ND,ND,false,"[""cucumber"",""gatling""]",OK,OK,OK
598,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
599,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
610,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
616,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",true,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
617,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""mongodb""","""mongodb""","""mongodb""","""maven""","""no""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
619,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
